Quantify Compound Summary Report 												
												
Printed Tue Mar 26 11:36:13 2024												
												
Compound 1:  Sodium pyruvate m+0												
												
	#	Name	Type	Std. Conc	RT	Area	IS Area	Response	Primary Flags	nM	%Dev	S/N
37	37	XS1_240322_55_CA_F_90_N2		0	7.27	12551.039		12551.039	bb			8051
15	15	XS1_240322_58_NC_media_AK1		0	7.4	0.508		0.508	bb			1
16	16	XS1_240322_59_NC_media_AK2		0								
24	24	XS1_240322_60_CA_media_AL1		0								
19	19	XS1_240322_61_CA_media_AL2		0								
18	18	XS1_240322_MB_PooledQC_03		0	7.44	808.955		808.955	bb			473
25	25	XS1_240322_MB_PooledQC_04		0	7.45	0.52		0.52	bb			1
31	31	XS1_240322_MB_PooledQC_05		0	7.59	5.123		5.123	bb			2
10	10	XS1_240322_MB_PooledQC_06		0	7.28	7961.25		7961.25	bb			3728
1	1	XS1_240322_MB_SST_01		0								
38	38	XS1_240322_MB_SST_02		0								
												
"Compound 94:  Fructose-1,6-bisphosphate m+0"												
												
	#	Name	Type	Std. Conc	RT	Area	IS Area	Response	Primary Flags	nM	%Dev	S/N
17	17	XS1_240322_01_NC_C_A1		0	14.18	1279.803		1279.803	MM			651
2	2	XS1_240322_02_NC_C_A2		0	14.18	2326.815		2326.815	MM			680
8	8	XS1_240322_06_CA_C_B1		0	14.18	532.279		532.279	bb			478
20	20	XS1_240322_07_CA_C_B2		0	13.99	4240.444		4240.444	bb			2269
36	36	XS1_240322_10_NC_F_7_C1		0	14.18	607.789		607.789	bb			677
29	29	XS1_240322_11_NC_F_7_C2		0	14.18	328.234		328.234	bb			275
27	27	XS1_240322_14_CA_F_7_D1		0	14.18	82.325		82.325	MM			59
35	35	XS1_240322_15_CA_F_7_D2		0	14.18	141.362		141.362	bb			166
22	22	XS1_240322_18_NC_F_15_E1		0	14.18	696.123		696.123	MM			503
28	28	XS1_240322_19_NC_F_15_E2		0	14.18	678.275		678.275	MM			612
34	34	XS1_240322_22_CA_F_15_F1		0	14.18	81.381		81.381	MM			87
32	32	XS1_240322_23_CA_F_15_F2		0	14.18	137.495		137.495	MM			147
4	4	XS1_240322_26_NC_F_30_g1		0	14.18	1324.036		1324.036	bb			1141
23	23	XS1_240322_27_NC_F_30_g2		0	14.18	1619.311		1619.311	bb			2009
5	5	XS1_240322_30_CA_h_30_h1		0	14.18	354.515		354.515	bb			332
9	9	XS1_240322_31_CA_h_30_h2		0	14.18	271.433		271.433	bb			305
12	12	XS1_240322_34_NC_F_45_I1		0	14.18	550.03		550.03	bb			623
11	11	XS1_240322_35_NC_F_45_I2		0	14.18	1266.903		1266.903	bb			1661
3	3	XS1_240322_38_CA_J_45_J1		0	14.18	383.247		383.247	MM			358
7	7	XS1_240322_39_CA_J_45_J2		0	14.18	367.958		367.958	MM			331
33	33	XS1_240322_42_NC_K_60_K1		0	14.18	278.592		278.592	MM			292
14	14	XS1_240322_43_NC_K_60_K2		0	14.18	344.485		344.485	bb			404
21	21	XS1_240322_46_CA_F_60_L1		0	14.18	443.003		443.003	bb			451
6	6	XS1_240322_47_CA_F_60_L2		0	14.19	497.14		497.14	bb			543
13	13	XS1_240322_50_NC_F_90_M1		0	14.18	517.064		517.064	MM			486
30	30	XS1_240322_51_NC_F_90_M2		0	14.18	763.404		763.404	bb			949
26	26	XS1_240322_54_CA_F_90_N1		0	14.18	123.148		123.148	bb			112
37	37	XS1_240322_55_CA_F_90_N2		0	14.18	318.316		318.316	bb			316
15	15	XS1_240322_58_NC_media_AK1		0	14.12	3.197		3.197	bb			4
16	16	XS1_240322_59_NC_media_AK2		0	14.17	1.788		1.788	bb			2
24	24	XS1_240322_60_CA_media_AL1		0	14.17	3.499		3.499	bb			3
19	19	XS1_240322_61_CA_media_AL2		0	14.18	5.105		5.105	bb			3
18	18	XS1_240322_MB_PooledQC_03		0	14.2	14.993		14.993	bb			17
25	25	XS1_240322_MB_PooledQC_04		0	14.21	4.191		4.191	bb			2
31	31	XS1_240322_MB_PooledQC_05		0								
10	10	XS1_240322_MB_PooledQC_06		0	14.18	349.011		349.011	bb			284
1	1	XS1_240322_MB_SST_01		0	14.15	136212.906		136212.906	bb			13197
38	38	XS1_240322_MB_SST_02		0	14.13	55738.973		55738.973	bb			8827
												
"Compound 95:  Fructose-1,6-bisphosphate m+1"												
												
	#	Name	Type	Std. Conc	RT	Area	IS Area	Response	Primary Flags	nM	%Dev	S/N
17	17	XS1_240322_01_NC_C_A1		0	14.2	23.89		23.89	MM			16
2	2	XS1_240322_02_NC_C_A2		0	14.17	45.265		45.265	MM			16
8	8	XS1_240322_06_CA_C_B1		0	14.2	11.935		11.935	MM!			11
20	20	XS1_240322_07_CA_C_B2		0	13.99	44.028		44.028	MM			12
36	36	XS1_240322_10_NC_F_7_C1		0	14.17	11.504		11.504	MM			14
29	29	XS1_240322_11_NC_F_7_C2		0	14.2	9.638		9.638	MM			10
27	27	XS1_240322_14_CA_F_7_D1		0	14.2	4.624		4.624	MM			9
35	35	XS1_240322_15_CA_F_7_D2		0	14.19	4.412		4.412	bb			7
22	22	XS1_240322_18_NC_F_15_E1		0	14.21	11.132		11.132	MM			9
28	28	XS1_240322_19_NC_F_15_E2		0	14.18	16.197		16.197	MM			10
34	34	XS1_240322_22_CA_F_15_F1		0	14.24	3.673		3.673	MM			5
32	32	XS1_240322_23_CA_F_15_F2		0	14.18	5.59		5.59	MM			10
4	4	XS1_240322_26_NC_F_30_g1		0	14.18	22.483		22.483	MM			19
23	23	XS1_240322_27_NC_F_30_g2		0	14.19	15.824		15.824	MM			18
5	5	XS1_240322_30_CA_h_30_h1		0	14.18	8.414		8.414	MM			9
9	9	XS1_240322_31_CA_h_30_h2		0	14.17	8.635		8.635	MM			8
12	12	XS1_240322_34_NC_F_45_I1		0	14.17	6.167		6.167	MM			7
11	11	XS1_240322_35_NC_F_45_I2		0	14.19	17.259		17.259	MM			18
3	3	XS1_240322_38_CA_J_45_J1		0	14.17	9.432		9.432	MM			11
7	7	XS1_240322_39_CA_J_45_J2		0	14.17	6.244		6.244	MM			8
33	33	XS1_240322_42_NC_K_60_K1		0	14.2	9.333		9.333	MM			11
14	14	XS1_240322_43_NC_K_60_K2		0	14.18	6.696		6.696	MM			14
21	21	XS1_240322_46_CA_F_60_L1		0	14.18	10.321		10.321	MM			14
6	6	XS1_240322_47_CA_F_60_L2		0	14.2	10.803		10.803	MM			12
13	13	XS1_240322_50_NC_F_90_M1		0	14.19	14.667		14.667	MM			11
30	30	XS1_240322_51_NC_F_90_M2		0	14.18	13.98		13.98	MM			16
26	26	XS1_240322_54_CA_F_90_N1		0	14.18	3.292		3.292	MM			5
37	37	XS1_240322_55_CA_F_90_N2		0	14.18	6.859		6.859	bb			10
15	15	XS1_240322_58_NC_media_AK1		0	14.31	0.717		0.717	bb			2
16	16	XS1_240322_59_NC_media_AK2		0	14.01	0.235		0.235	bb			1
24	24	XS1_240322_60_CA_media_AL1		0	14.1	0.14		0.14	bb			1
19	19	XS1_240322_61_CA_media_AL2		0	14.28	0.488		0.488	bb			1
18	18	XS1_240322_MB_PooledQC_03		0	14.22	0.875		0.875	bb			2
25	25	XS1_240322_MB_PooledQC_04		0	14	0.169		0.169	bb			1
31	31	XS1_240322_MB_PooledQC_05		0	14.49	0.332		0.332	bb			1
10	10	XS1_240322_MB_PooledQC_06		0	14.2	5.033		5.033	bb			9
1	1	XS1_240322_MB_SST_01		0	13.9	223.95		223.95	bb			41
38	38	XS1_240322_MB_SST_02		0	14.13	533.701		533.701	bb			164
												
"Compound 96:  Fructose-1,6-bisphosphate m+2"												
												
	#	Name	Type	Std. Conc	RT	Area	IS Area	Response	Primary Flags	nM	%Dev	S/N
17	17	XS1_240322_01_NC_C_A1		0	14.04	0.287		0.287	bb			1
2	2	XS1_240322_02_NC_C_A2		0	13.93	2.782		2.782	bb			3
8	8	XS1_240322_06_CA_C_B1		0	14.06	0.652		0.652	bb			1
20	20	XS1_240322_07_CA_C_B2		0	14.02	11.145		11.145	bb			6
36	36	XS1_240322_10_NC_F_7_C1		0	14.23	5.786		5.786	bb			4
29	29	XS1_240322_11_NC_F_7_C2		0	14.07	0.062		0.062	bb			1
27	27	XS1_240322_14_CA_F_7_D1		0	13.59	1.126		1.126	bb			2
35	35	XS1_240322_15_CA_F_7_D2		0	14.23	0.883		0.883	bb			2
22	22	XS1_240322_18_NC_F_15_E1		0	14.2	0.134		0.134	bb			1
28	28	XS1_240322_19_NC_F_15_E2		0	14.29	7.802		7.802	bb			4
34	34	XS1_240322_22_CA_F_15_F1		0	14.18	4.809		4.809	bb			4
32	32	XS1_240322_23_CA_F_15_F2		0	14.18	4.892		4.892	bb			6
4	4	XS1_240322_26_NC_F_30_g1		0	14.22	13.765		13.765	bb			15
23	23	XS1_240322_27_NC_F_30_g2		0	14.05	0.154		0.154	bb			1
5	5	XS1_240322_30_CA_h_30_h1		0	14.22	7.5		7.5	bb			6
9	9	XS1_240322_31_CA_h_30_h2		0	14.25	1.11		1.11	bb			2
12	12	XS1_240322_34_NC_F_45_I1		0	14.24	10.68		10.68	bb			6
11	11	XS1_240322_35_NC_F_45_I2		0	14.24	13.394		13.394	bb			10
3	3	XS1_240322_38_CA_J_45_J1		0	14.2	7.452		7.452	bb			7
7	7	XS1_240322_39_CA_J_45_J2		0	14.24	2.777		2.777	bb			4
33	33	XS1_240322_42_NC_K_60_K1		0	14.22	2.124		2.124	bb			3
14	14	XS1_240322_43_NC_K_60_K2		0	14.23	3.571		3.571	bb			5
21	21	XS1_240322_46_CA_F_60_L1		0	14.06	0.811		0.811	bb			2
6	6	XS1_240322_47_CA_F_60_L2		0	13.92	0.372		0.372	bb			1
13	13	XS1_240322_50_NC_F_90_M1		0	14.2	6.436		6.436	bb			7
30	30	XS1_240322_51_NC_F_90_M2		0	14.2	6.221		6.221	bb			6
26	26	XS1_240322_54_CA_F_90_N1		0	14.18	4.276		4.276	bb			3
37	37	XS1_240322_55_CA_F_90_N2		0	14.23	5.255		5.255	bb			5
15	15	XS1_240322_58_NC_media_AK1		0	14.18	0.154		0.154	bb			0
16	16	XS1_240322_59_NC_media_AK2		0	14.24	0.044		0.044	bb			1
24	24	XS1_240322_60_CA_media_AL1		0	14.12	1.085		1.085	bb			2
19	19	XS1_240322_61_CA_media_AL2		0	14.49	1.576		1.576	bb			1
18	18	XS1_240322_MB_PooledQC_03		0	14.36	0.069		0.069	bb			1
25	25	XS1_240322_MB_PooledQC_04		0	14.24	3.178		3.178	bb			2
31	31	XS1_240322_MB_PooledQC_05		0	13.8	0.395		0.395	bb			1
10	10	XS1_240322_MB_PooledQC_06		0	14.24	6.938		6.938	bb			5
1	1	XS1_240322_MB_SST_01		0	14.18	154.505		154.505	bb			57
38	38	XS1_240322_MB_SST_02		0	14.15	115.971		115.971	bb			57
												
"Compound 97:  Fructose-1,6-bisphosphate m+3"												
												
	#	Name	Type	Std. Conc	RT	Area	IS Area	Response	Primary Flags	nM	%Dev	S/N
17	17	XS1_240322_01_NC_C_A1		0	14.37	3.982		3.982	bb			3
2	2	XS1_240322_02_NC_C_A2		0	14.27	6.366		6.366	bb			3
8	8	XS1_240322_06_CA_C_B1		0	14.24	1.157		1.157	MM			2
20	20	XS1_240322_07_CA_C_B2		0	14.01	0.376		0.376	bb			1
36	36	XS1_240322_10_NC_F_7_C1		0	13.98	40.21		40.21	MM			24
29	29	XS1_240322_11_NC_F_7_C2		0	14.01	26.158		26.158	MM			14
27	27	XS1_240322_14_CA_F_7_D1		0	14	7.214		7.214	MM			6
35	35	XS1_240322_15_CA_F_7_D2		0	13.95	7.949		7.949	MM			8
22	22	XS1_240322_18_NC_F_15_E1		0	14	95.14		95.14	MM			36
28	28	XS1_240322_19_NC_F_15_E2		0	13.96	92.796		92.796	MM			48
34	34	XS1_240322_22_CA_F_15_F1		0	14.04	12.008		12.008	MM			6
32	32	XS1_240322_23_CA_F_15_F2		0	13.95	16.027		16.027	MM			9
4	4	XS1_240322_26_NC_F_30_g1		0	13.95	221.805		221.805	MM			54
23	23	XS1_240322_27_NC_F_30_g2		0	13.99	232.444		232.444	MM			131
5	5	XS1_240322_30_CA_h_30_h1		0	14.01	90.793		90.793	MM			46
9	9	XS1_240322_31_CA_h_30_h2		0	14.02	91.568		91.568	MM			46
12	12	XS1_240322_34_NC_F_45_I1		0	14	77.714		77.714	MM			36
11	11	XS1_240322_35_NC_F_45_I2		0	14	161.167		161.167	MM			87
3	3	XS1_240322_38_CA_J_45_J1		0	13.98	96.676		96.676	MM			45
7	7	XS1_240322_39_CA_J_45_J2		0	14	126.216		126.216	MM			60
33	33	XS1_240322_42_NC_K_60_K1		0	14.02	88.289		88.289	MM			45
14	14	XS1_240322_43_NC_K_60_K2		0	13.97	72.592		72.592	MM			38
21	21	XS1_240322_46_CA_F_60_L1		0	14.01	209.401		209.401	MM			121
6	6	XS1_240322_47_CA_F_60_L2		0	13.98	298.615		298.615	bb			170
13	13	XS1_240322_50_NC_F_90_M1		0	13.98	84.951		84.951	MM			40
30	30	XS1_240322_51_NC_F_90_M2		0	14	69.614		69.614	MM			26
26	26	XS1_240322_54_CA_F_90_N1		0	13.98	79.594		79.594	MM			39
37	37	XS1_240322_55_CA_F_90_N2		0	13.98	133.033		133.033	MM			92
15	15	XS1_240322_58_NC_media_AK1		0	14.26	0.169		0.169	bb			1
16	16	XS1_240322_59_NC_media_AK2		0	14.29	0.051		0.051	bb			1
24	24	XS1_240322_60_CA_media_AL1		0	13.98	2.585		2.585	bb			1
19	19	XS1_240322_61_CA_media_AL2		0	13.97	0.266		0.266	bb			1
18	18	XS1_240322_MB_PooledQC_03		0	14.08	3.229		3.229	bb			5
25	25	XS1_240322_MB_PooledQC_04		0	14.24	5.196		5.196	bb			2
31	31	XS1_240322_MB_PooledQC_05		0								
10	10	XS1_240322_MB_PooledQC_06		0	14.04	67.223		67.223	bb			30
1	1	XS1_240322_MB_SST_01		0	14.19	1.399		1.399	bb			2
38	38	XS1_240322_MB_SST_02		0	14.08	6.072		6.072	bb			3
												
"Compound 98:  Fructose-1,6-bisphosphate m+4"												
												
	#	Name	Type	Std. Conc	RT	Area	IS Area	Response	Primary Flags	nM	%Dev	S/N
17	17	XS1_240322_01_NC_C_A1		0	14.26	0.259		0.259	bb			1
2	2	XS1_240322_02_NC_C_A2		0	13.66	0.4		0.4	bb			1
8	8	XS1_240322_06_CA_C_B1		0	14.31	5.116		5.116	bb			3
20	20	XS1_240322_07_CA_C_B2		0	14.14	5.57		5.57	bb			3
36	36	XS1_240322_10_NC_F_7_C1		0	14.13	0.378		0.378	bb			1
29	29	XS1_240322_11_NC_F_7_C2		0	14.15	2.543		2.543	bb			3
27	27	XS1_240322_14_CA_F_7_D1		0	14.24	0.063		0.063	bb			1
35	35	XS1_240322_15_CA_F_7_D2		0	14.12	1.542		1.542	bb			2
22	22	XS1_240322_18_NC_F_15_E1		0	14.42	8.135		8.135	bb			2
28	28	XS1_240322_19_NC_F_15_E2		0	14.05	3.045		3.045	bb			2
34	34	XS1_240322_22_CA_F_15_F1		0	14.39	0.576		0.576	bb			2
32	32	XS1_240322_23_CA_F_15_F2		0	14.36	0.171		0.171	bb			1
4	4	XS1_240322_26_NC_F_30_g1		0	14.17	0.221		0.221	bb			1
23	23	XS1_240322_27_NC_F_30_g2		0	13.97	3.226		3.226	bb			5
5	5	XS1_240322_30_CA_h_30_h1		0	14.28	11.82		11.82	bb			3
9	9	XS1_240322_31_CA_h_30_h2		0	13.65	0.073		0.073	bb			0
12	12	XS1_240322_34_NC_F_45_I1		0	14.48	0.407		0.407	bb			1
11	11	XS1_240322_35_NC_F_45_I2		0	14.05	3.105		3.105	bb			4
3	3	XS1_240322_38_CA_J_45_J1		0	14.22	0.524		0.524	bb			1
7	7	XS1_240322_39_CA_J_45_J2		0	14.18	3.458		3.458	bb			4
33	33	XS1_240322_42_NC_K_60_K1		0	14.14	1.417		1.417	bb			3
14	14	XS1_240322_43_NC_K_60_K2		0	14.17	5.24		5.24	bb			4
21	21	XS1_240322_46_CA_F_60_L1		0	14.22	10.336		10.336	bb			4
6	6	XS1_240322_47_CA_F_60_L2		0	14.05	5.652		5.652	bb			4
13	13	XS1_240322_50_NC_F_90_M1		0								
30	30	XS1_240322_51_NC_F_90_M2		0	14.22	1.943		1.943	bb			2
26	26	XS1_240322_54_CA_F_90_N1		0	14.17	0.874		0.874	bb			2
37	37	XS1_240322_55_CA_F_90_N2		0	14.07	0.266		0.266	bb			1
15	15	XS1_240322_58_NC_media_AK1		0	13.53	2.006		2.006	bb			1
16	16	XS1_240322_59_NC_media_AK2		0	14.06	0.429		0.429	bb			1
24	24	XS1_240322_60_CA_media_AL1		0								
19	19	XS1_240322_61_CA_media_AL2		0	14.08	2.812		2.812	bb			2
18	18	XS1_240322_MB_PooledQC_03		0	13.86	0.164		0.164	bb			0
25	25	XS1_240322_MB_PooledQC_04		0	13.54	6.659		6.659	bb			2
31	31	XS1_240322_MB_PooledQC_05		0	14.34	0.217		0.217	bb			1
10	10	XS1_240322_MB_PooledQC_06		0								
1	1	XS1_240322_MB_SST_01		0	13.62	2.819		2.819	bb			2
38	38	XS1_240322_MB_SST_02		0	13.61	5.8		5.8	bb			4
												
"Compound 99:  Fructose-1,6-bisphosphate m+5"												
												
	#	Name	Type	Std. Conc	RT	Area	IS Area	Response	Primary Flags	nM	%Dev	S/N
17	17	XS1_240322_01_NC_C_A1		0	14.17	2.606		2.606	bb			2
2	2	XS1_240322_02_NC_C_A2		0	14.18	11.123		11.123	bb			7
8	8	XS1_240322_06_CA_C_B1		0	14.84	0.078		0.078	MM			0
20	20	XS1_240322_07_CA_C_B2		0	14.45	0.047		0.047	bb			1
36	36	XS1_240322_10_NC_F_7_C1		0	14.1	3.282		3.282	bb			2
29	29	XS1_240322_11_NC_F_7_C2		0	14.31	0.245		0.245	bb			1
27	27	XS1_240322_14_CA_F_7_D1		0	14.15	6.802		6.802	bb			2
35	35	XS1_240322_15_CA_F_7_D2		0	14.21	2.571		2.571	bb			3
22	22	XS1_240322_18_NC_F_15_E1		0	14.04	0.684		0.684	bb			2
28	28	XS1_240322_19_NC_F_15_E2		0	14.06	10.603		10.603	bb			4
34	34	XS1_240322_22_CA_F_15_F1		0	14.24	2.707		2.707	bb			3
32	32	XS1_240322_23_CA_F_15_F2		0	14.17	7.039		7.039	bb			4
4	4	XS1_240322_26_NC_F_30_g1		0	13.94	15.505		15.505	bb			6
23	23	XS1_240322_27_NC_F_30_g2		0	14.02	13.007		13.007	bb			6
5	5	XS1_240322_30_CA_h_30_h1		0	14.25	17.28		17.28	bb			7
9	9	XS1_240322_31_CA_h_30_h2		0	13.99	16.061		16.061	bb			6
12	12	XS1_240322_34_NC_F_45_I1		0	13.99	5.347		5.347	bb			4
11	11	XS1_240322_35_NC_F_45_I2		0	13.94	20.632		20.632	bb			8
3	3	XS1_240322_38_CA_J_45_J1		0	14.01	5.021		5.021	bb			3
7	7	XS1_240322_39_CA_J_45_J2		0	14	13.736		13.736	bb			9
33	33	XS1_240322_42_NC_K_60_K1		0	14.09	2.378		2.378	bb			3
14	14	XS1_240322_43_NC_K_60_K2		0	13.97	9.48		9.48	bb			4
21	21	XS1_240322_46_CA_F_60_L1		0	14.08	4.687		4.687	bb			5
6	6	XS1_240322_47_CA_F_60_L2		0	13.97	21.357		21.357	bb			13
13	13	XS1_240322_50_NC_F_90_M1		0	14.04	12.283		12.283	bb			10
30	30	XS1_240322_51_NC_F_90_M2		0	14.03	5.658		5.658	bb			3
26	26	XS1_240322_54_CA_F_90_N1		0	13.97	3.97		3.97	bb			5
37	37	XS1_240322_55_CA_F_90_N2		0	14	0.268		0.268	bb			1
15	15	XS1_240322_58_NC_media_AK1		0	14.03	0.689		0.689	bb			1
16	16	XS1_240322_59_NC_media_AK2		0	14.23	1.531		1.531	bb			2
24	24	XS1_240322_60_CA_media_AL1		0	14.36	3.509		3.509	bb			2
19	19	XS1_240322_61_CA_media_AL2		0	14.11	1.046		1.046	bb			2
18	18	XS1_240322_MB_PooledQC_03		0	14.09	8.224		8.224	bb			2
25	25	XS1_240322_MB_PooledQC_04		0								
31	31	XS1_240322_MB_PooledQC_05		0	13.87	0.952		0.952	bb			1
10	10	XS1_240322_MB_PooledQC_06		0	14.25	0.197		0.197	bb			1
1	1	XS1_240322_MB_SST_01		0								
38	38	XS1_240322_MB_SST_02		0	14.19	1.28		1.28	bb			1
												
"Compound 100:  Fructose-1,6-bisphosphate m+6"												
												
	#	Name	Type	Std. Conc	RT	Area	IS Area	Response	Primary Flags	nM	%Dev	S/N
17	17	XS1_240322_01_NC_C_A1		0	14.1	0.52		0.52	MM			1
2	2	XS1_240322_02_NC_C_A2		0	14.18	0.916		0.916	bb			2
8	8	XS1_240322_06_CA_C_B1		0	14.02	9.61		9.61	bb			4
20	20	XS1_240322_07_CA_C_B2		0	14.2	2.198		2.198	bb			2
36	36	XS1_240322_10_NC_F_7_C1		0	13.99	46.564		46.564	MM			15
29	29	XS1_240322_11_NC_F_7_C2		0	14.04	25.195		25.195	MM			8
27	27	XS1_240322_14_CA_F_7_D1		0	13.94	27.222		27.222	MM			6
35	35	XS1_240322_15_CA_F_7_D2		0	14	23.002		23.002	MM			6
22	22	XS1_240322_18_NC_F_15_E1		0	14	172.579		172.579	MM			68
28	28	XS1_240322_19_NC_F_15_E2		0	13.99	172.003		172.003	MM			61
34	34	XS1_240322_22_CA_F_15_F1		0	14.01	31.875		31.875	MM			12
32	32	XS1_240322_23_CA_F_15_F2		0	13.99	55.816		55.816	MM			17
4	4	XS1_240322_26_NC_F_30_g1		0	13.98	985.07		985.07	MM			317
23	23	XS1_240322_27_NC_F_30_g2		0	13.98	1306.91		1306.91	MM			629
5	5	XS1_240322_30_CA_h_30_h1		0	13.98	955.201		955.201	MM			504
9	9	XS1_240322_31_CA_h_30_h2		0	14	562.709		562.709	MM			252
12	12	XS1_240322_34_NC_F_45_I1		0	13.99	346.182		346.182	bb			129
11	11	XS1_240322_35_NC_F_45_I2		0	13.99	1282.852		1282.852	MM			695
3	3	XS1_240322_38_CA_J_45_J1		0	13.95	846.674		846.674	MM			327
7	7	XS1_240322_39_CA_J_45_J2		0	13.99	2116.15		2116.15	bb			1089
33	33	XS1_240322_42_NC_K_60_K1		0	13.99	527.511		527.511	MM			275
14	14	XS1_240322_43_NC_K_60_K2		0	14	446.497		446.497	MM			173
21	21	XS1_240322_46_CA_F_60_L1		0	14.01	1657.728		1657.728	MM			914
6	6	XS1_240322_47_CA_F_60_L2		0	13.98	2149.014		2149.014	MM			958
13	13	XS1_240322_50_NC_F_90_M1		0	13.99	545.925		545.925	MM			221
30	30	XS1_240322_51_NC_F_90_M2		0	14.01	539.899		539.899	MM			234
26	26	XS1_240322_54_CA_F_90_N1		0	13.99	736.597		736.597	MM			257
37	37	XS1_240322_55_CA_F_90_N2		0	13.98	2227.036		2227.036	bb			1299
15	15	XS1_240322_58_NC_media_AK1		0	14.23	0.635		0.635	bb			2
16	16	XS1_240322_59_NC_media_AK2		0	14.37	0.143		0.143	MM			0
24	24	XS1_240322_60_CA_media_AL1		0	14.91	0.592		0.592	MM			1
19	19	XS1_240322_61_CA_media_AL2		0	14.08	0.149		0.149	bb			1
18	18	XS1_240322_MB_PooledQC_03		0	14.06	10.239		10.239	bb			6
25	25	XS1_240322_MB_PooledQC_04		0	14.09	0.347		0.347	bb			1
31	31	XS1_240322_MB_PooledQC_05		0	13.95	0.372		0.372	bb			2
10	10	XS1_240322_MB_PooledQC_06		0	14.01	272.003		272.003	bb			140
1	1	XS1_240322_MB_SST_01		0	13.94	152.965		152.965	bb			184
38	38	XS1_240322_MB_SST_02		0	13.92	378.701		378.701	bb			512
												
Compound 101:  Glutathion oxidized												
												
	#	Name	Type	Std. Conc	RT	Area	IS Area	Response	Primary Flags	nM	%Dev	S/N
17	17	XS1_240322_01_NC_C_A1		0	13.08	122.36		122.36	bb			47
2	2	XS1_240322_02_NC_C_A2		0	13.09	15836.607		15836.607	bb			5185
8	8	XS1_240322_06_CA_C_B1		0	13.07	57.626		57.626	bb			18
20	20	XS1_240322_07_CA_C_B2		0	13.07	8.45		8.45	bb			4
36	36	XS1_240322_10_NC_F_7_C1		0	13.06	40.282		40.282	bb			15
29	29	XS1_240322_11_NC_F_7_C2		0	13.08	180.57		180.57	bb			72
27	27	XS1_240322_14_CA_F_7_D1		0	13.08	4.77		4.77	bb			3
35	35	XS1_240322_15_CA_F_7_D2		0	13.06	29.567		29.567	bb			5
22	22	XS1_240322_18_NC_F_15_E1		0	13.06	231.363		231.363	bb			98
28	28	XS1_240322_19_NC_F_15_E2		0	13.05	36.898		36.898	bb			12
34	34	XS1_240322_22_CA_F_15_F1		0	13.08	15.278		15.278	bb			3
32	32	XS1_240322_23_CA_F_15_F2		0	13.06	11.181		11.181	bb			4
4	4	XS1_240322_26_NC_F_30_g1		0	13.08	801.106		801.106	bb			309
23	23	XS1_240322_27_NC_F_30_g2		0	13.07	412.748		412.748	bb			210
5	5	XS1_240322_30_CA_h_30_h1		0	13.09	105.983		105.983	bb			32
9	9	XS1_240322_31_CA_h_30_h2		0	13.09	27.97		27.97	bb			8
12	12	XS1_240322_34_NC_F_45_I1		0	13.07	152.364		152.364	bb			61
11	11	XS1_240322_35_NC_F_45_I2		0	13.08	3534.141		3534.141	bb			1492
3	3	XS1_240322_38_CA_J_45_J1		0	13.07	699.811		699.811	bb			232
7	7	XS1_240322_39_CA_J_45_J2		0	13.07	43.288		43.288	bb			16
33	33	XS1_240322_42_NC_K_60_K1		0	13.07	340.644		340.644	bb			135
14	14	XS1_240322_43_NC_K_60_K2		0	13.08	373.863		373.863	bb			157
21	21	XS1_240322_46_CA_F_60_L1		0	13.06	53.371		53.371	bb			7
6	6	XS1_240322_47_CA_F_60_L2		0	13.1	77.869		77.869	bb			23
13	13	XS1_240322_50_NC_F_90_M1		0	13.07	132.344		132.344	bb			49
30	30	XS1_240322_51_NC_F_90_M2		0	13.08	260.789		260.789	bb			107
26	26	XS1_240322_54_CA_F_90_N1		0	13.04	9.24		9.24	bb			4
37	37	XS1_240322_55_CA_F_90_N2		0	13.06	16.58		16.58	bb			7
15	15	XS1_240322_58_NC_media_AK1		0	13.06	16.088		16.088	bb			6
16	16	XS1_240322_59_NC_media_AK2		0	13.01	18.199		18.199	bb			5
24	24	XS1_240322_60_CA_media_AL1		0	13.07	6.6		6.6	bb			3
19	19	XS1_240322_61_CA_media_AL2		0	13.01	14.546		14.546	bb			4
18	18	XS1_240322_MB_PooledQC_03		0	13.1	34.307		34.307	bb			14
25	25	XS1_240322_MB_PooledQC_04		0	13.09	34.545		34.545	bb			8
31	31	XS1_240322_MB_PooledQC_05		0	13.11	25.674		25.674	bb			10
10	10	XS1_240322_MB_PooledQC_06		0	13.08	30.595		30.595	bb			13
1	1	XS1_240322_MB_SST_01		0	13.05	20144.199		20144.199	bb			3794
38	38	XS1_240322_MB_SST_02		0	13.03	34749.684		34749.684	bb			7679
												
Compound 102:  Glutathion reduced												
												
	#	Name	Type	Std. Conc	RT	Area	IS Area	Response	Primary Flags	nM	%Dev	S/N
17	17	XS1_240322_01_NC_C_A1		0	8.75	63.856		63.856	bb			14
2	2	XS1_240322_02_NC_C_A2		0	8.58	1312.179		1312.179	bb			94
8	8	XS1_240322_06_CA_C_B1		0	8.46	5.107		5.107	bb			2
20	20	XS1_240322_07_CA_C_B2		0	8.7	81.972		81.972	bb			9
36	36	XS1_240322_10_NC_F_7_C1		0	8.75	92.481		92.481	bb			12
29	29	XS1_240322_11_NC_F_7_C2		0	8.78	49.35		49.35	bb			9
27	27	XS1_240322_14_CA_F_7_D1		0	8.66	65.071		65.071	bb			10
